path, href
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#interim_care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#interim_care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s341.html#care_and_protection_assessment
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s341.html#care_and_protection_assessment
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s341.html#care_and_protection_assessment
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s443.html
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s396.html#party
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s455.html#care_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s455.html#care_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s455.html#care_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#short-term_parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#short-term_parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#short-term_parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#enduring_parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#enduring_parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#enduring_parental_responsibility_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#contact_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#contact_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s348.html#contact
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#contact_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#drug_use_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#supervision_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#supervision_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#acat_mental_health_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s421.html#specific_issues_provision
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s422.html#care_and_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s12.html#young_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s12.html#young_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s16.html#parent
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s16.html#parent
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s16.html#parent
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s12.html#young_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s12.html#young_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s16.html#parent
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s529c.html#transition_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s844.html#protected_information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s844.html#protected_information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s844.html#protected_information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s844.html#protected_information
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s533.html#harmful_conduct
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s534.html#risk_assessment
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s535.html#therapeutic_protection_place
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s536.html#therapeutic_protection_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s537.html#therapeutic_protection_history
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s543.html#interim_therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s543.html#interim_therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s543.html#interim_therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s543.html#interim_therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s543.html#interim_therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s552a.html#initial_review
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s554.html#ongoing_review
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s842.html#state
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s532.html#therapeutic_protection_order
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s12.html#young_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s576.html#accredited_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s585.html#scanning_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s586.html#frisk_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s587.html#ordinary_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s590.html#dangerous_thing
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s12.html#young_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s587.html#ordinary_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s587.html#ordinary_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s587.html#ordinary_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s587.html#ordinary_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s587.html#ordinary_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s530.html#therapeutic_protection_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s613.html#support_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, http://www.austlii.edu.au/au/legis/act/consol_act/caypa2008242/s605.html
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, http://www.austlii.edu.au/au/legis/act/consol_act/caypa2008242/s605.html
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s589.html#strip_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s613.html#support_person
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s588.html#body_search
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s590.html#dangerous_thing
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s620.html#owner
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s620.html#owner
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s535.html#therapeutic_protection_place
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s535.html#therapeutic_protection_place
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s535.html#therapeutic_protection_place
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s535.html#therapeutic_protection_place
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s536.html#therapeutic_protection_plan
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s530.html#therapeutic_protection_register
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s530.html#therapeutic_protection_register
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s530.html#therapeutic_protection_register
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s11.html#child
/Users/home/projects/selenium-py/ACT-LEGISLATION_HTML copy/CHILDREN AND YOUNG PEOPLE ACT 2008/index.html, s640.html#child_welfare_law
